"attrition","age","gender","marital_status","department","job_role","job_level","job_involvement","job_satisfaction","education","education_field","business_travel","standard_hours","over_time","monthly_income"
"Stay",35,"male","single","research_development","manufacturing_director",3,3,4,"College","life_sciences","travel_frequently",80,"no",9362
"Stay",25,"male","married","research_development","laboratory_technician",1,3,4,"Bachelor","technical_degree","travel_rarely",80,"no",3229
"Stay",26,"male","single","research_development","laboratory_technician",1,4,1,"Bachelor","other","travel_rarely",80,"no",3578
"Stay",29,"male","single","human_resources","human_resources",3,2,1,"Bachelor","other","travel_rarely",80,"no",7988
"Leave",49,"male","single","research_development","laboratory_technician",2,2,1,"College","life_sciences","travel_frequently",80,"no",4284
"Leave",29,"female","single","research_development","healthcare_representative",3,3,4,"Below College","other","travel_frequently",80,"yes",7553
"Stay",54,"female","single","research_development","research_director",4,3,4,"Bachelor","medical","travel_rarely",80,"no",17328
"Stay",58,"female","married","research_development","research_director",5,3,1,"Bachelor","medical","travel_rarely",80,"yes",19701
"Stay",55,"male","divorced","research_development","research_director",4,4,4,"Master","medical","travel_rarely",80,"no",14732
"Stay",36,"female","single","sales","sales_executive",2,3,2,"Master","marketing","travel_rarely",80,"yes",9278
"Leave",31,"female","single","sales","sales_representative",1,1,3,"Master","life_sciences","travel_frequently",80,"no",1359
"Stay",30,"female","divorced","sales","sales_executive",2,3,1,"Master","marketing","travel_rarely",80,"no",4779
"Stay",31,"female","single","research_development","research_director",4,3,2,"Doctor","life_sciences","travel_rarely",80,"no",16422
"Stay",34,"male","divorced","research_development","research_scientist",1,3,1,"Master","other","travel_frequently",80,"no",2996
"Leave",31,"female","single","research_development","research_scientist",1,2,2,"Bachelor","life_sciences","travel_rarely",80,"no",1261
"Stay",27,"male","married","research_development","laboratory_technician",1,3,1,"Below College","life_sciences","travel_rarely",80,"no",2099
"Stay",36,"male","single","research_development","laboratory_technician",2,2,4,"Master","life_sciences","travel_rarely",80,"no",5810
"Stay",36,"female","married","sales","sales_executive",2,2,1,"Master","marketing","travel_rarely",80,"no",5647
"Stay",47,"male","married","research_development","research_scientist",1,3,4,"Bachelor","technical_degree","travel_rarely",80,"no",3420
"Leave",25,"male","married","sales","sales_representative",1,2,1,"College","life_sciences","travel_rarely",80,"no",4400
"Stay",37,"male","single","research_development","laboratory_technician",1,4,3,"College","technical_degree","non_travel",80,"no",3500
"Stay",56,"female","married","research_development","research_scientist",1,3,1,"College","life_sciences","travel_rarely",80,"no",2066
"Stay",47,"female","married","research_development","research_director",4,3,3,"Master","medical","travel_rarely",80,"no",17169
"Stay",24,"female","married","sales","sales_executive",2,3,3,"Below College","medical","travel_rarely",80,"yes",4162
"Stay",32,"male","married","sales","sales_executive",2,3,4,"Doctor","marketing","travel_rarely",80,"no",9204
"Stay",34,"female","married","research_development","laboratory_technician",1,2,2,"Bachelor","life_sciences","travel_rarely",80,"no",3294
"Stay",41,"male","married","research_development","research_scientist",1,4,3,"Doctor","medical","travel_rarely",80,"yes",2127
"Stay",40,"male","divorced","research_development","laboratory_technician",2,3,3,"Master","other","non_travel",80,"no",3975
"Stay",31,"male","divorced","sales","sales_executive",3,3,4,"College","life_sciences","travel_rarely",80,"no",10793
"Leave",46,"male","divorced","sales","sales_executive",3,3,4,"Bachelor","marketing","travel_rarely",80,"no",10096
"Leave",39,"female","single","research_development","laboratory_technician",1,2,1,"Bachelor","life_sciences","non_travel",80,"yes",3646
"Leave",31,"female","single","research_development","manufacturing_director",3,4,2,"Doctor","life_sciences","travel_frequently",80,"no",7446
"Stay",45,"male","divorced","research_development","healthcare_representative",3,1,1,"Bachelor","medical","travel_rarely",80,"yes",10851
"Stay",31,"female","single","human_resources","human_resources",1,4,2,"College","medical","travel_rarely",80,"no",2109
"Leave",31,"male","married","research_development","laboratory_technician",1,3,4,"Bachelor","life_sciences","travel_frequently",80,"yes",3722
"Stay",45,"male","married","research_development","manufacturing_director",3,3,4,"Bachelor","technical_degree","travel_rarely",80,"yes",9380
"Stay",48,"male","divorced","sales","sales_executive",2,3,1,"Bachelor","marketing","travel_rarely",80,"no",5486
"Leave",34,"female","married","human_resources","human_resources",1,3,3,"Master","technical_degree","travel_rarely",80,"no",2742
"Stay",40,"male","divorced","research_development","research_director",3,2,2,"Below College","medical","non_travel",80,"no",13757
"Stay",28,"male","single","sales","sales_executive",2,3,1,"Bachelor","medical","travel_rarely",80,"no",8463
"Stay",44,"male","single","research_development","laboratory_technician",1,2,3,"Bachelor","life_sciences","non_travel",80,"no",3162
"Stay",53,"male","single","research_development","research_director",4,4,2,"Bachelor","medical","travel_rarely",80,"no",16598
"Stay",49,"male","married","research_development","healthcare_representative",2,3,3,"Master","technical_degree","travel_rarely",80,"no",6651
"Stay",40,"male","divorced","research_development","research_scientist",1,3,3,"Bachelor","medical","travel_rarely",80,"no",2345
"Stay",44,"male","single","research_development","research_scientist",1,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",3420
"Stay",33,"male","married","sales","sales_executive",2,3,1,"Bachelor","medical","travel_frequently",80,"no",4373
"Stay",34,"male","single","sales","sales_executive",2,1,1,"Bachelor","other","travel_rarely",80,"no",4759
"Stay",30,"male","married","sales","sales_executive",2,3,3,"Below College","life_sciences","travel_rarely",80,"no",5301
"Stay",42,"female","single","research_development","laboratory_technician",1,3,4,"College","medical","travel_frequently",80,"no",3673
"Stay",44,"female","married","sales","sales_executive",2,3,3,"Doctor","marketing","travel_frequently",80,"no",4768
"Stay",30,"male","divorced","research_development","research_scientist",1,3,3,"Bachelor","technical_degree","non_travel",80,"no",1274
"Stay",57,"male","married","research_development","research_scientist",2,4,3,"College","life_sciences","travel_rarely",80,"no",4900
"Stay",49,"male","divorced","research_development","healthcare_representative",3,3,2,"Master","life_sciences","travel_rarely",80,"no",10466
"Stay",34,"male","divorced","research_development","research_director",4,3,1,"Bachelor","medical","travel_frequently",80,"no",17007
"Leave",28,"male","married","sales","sales_representative",1,3,3,"Bachelor","technical_degree","travel_frequently",80,"no",2909
"Leave",29,"female","single","sales","sales_executive",2,3,2,"Bachelor","technical_degree","travel_frequently",80,"no",5765
"Leave",34,"female","single","sales","sales_executive",2,2,2,"Master","medical","travel_rarely",80,"yes",4599
"Stay",35,"male","married","sales","sales_representative",1,3,3,"Below College","life_sciences","travel_rarely",80,"no",2404
"Leave",24,"male","single","research_development","laboratory_technician",1,3,1,"Bachelor","medical","travel_frequently",80,"yes",3172
"Stay",24,"female","married","sales","sales_representative",1,3,2,"College","life_sciences","non_travel",80,"no",2033
"Stay",44,"male","single","research_development","manufacturing_director",3,3,3,"Below College","medical","travel_frequently",80,"yes",10209
"Stay",29,"male","divorced","sales","sales_executive",2,2,3,"Bachelor","life_sciences","travel_rarely",80,"no",8620
"Stay",30,"male","divorced","human_resources","human_resources",1,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",2064
"Stay",55,"male","married","research_development","healthcare_representative",2,3,3,"Master","life_sciences","travel_rarely",80,"yes",4035
"Stay",33,"female","married","research_development","laboratory_technician",1,2,2,"Master","medical","travel_rarely",80,"no",3838
"Stay",47,"female","married","sales","sales_executive",2,3,3,"Bachelor","medical","travel_rarely",80,"yes",4591
"Leave",28,"male","single","research_development","laboratory_technician",1,2,1,"College","medical","travel_frequently",80,"no",2561
"Stay",28,"male","divorced","research_development","research_scientist",1,2,3,"Bachelor","life_sciences","travel_rarely",80,"no",1563
"Stay",28,"male","single","sales","sales_executive",2,3,1,"Bachelor","life_sciences","travel_frequently",80,"no",4898
"Stay",49,"female","married","research_development","laboratory_technician",2,2,1,"College","medical","travel_rarely",80,"no",4789
"Stay",29,"female","married","research_development","laboratory_technician",1,3,2,"Below College","life_sciences","travel_frequently",80,"no",3180
"Stay",28,"male","married","research_development","manufacturing_director",2,1,2,"Below College","life_sciences","travel_rarely",80,"no",6549
"Stay",33,"male","single","research_development","healthcare_representative",2,3,3,"Doctor","life_sciences","travel_rarely",80,"yes",6388
"Stay",32,"male","single","research_development","manager",3,3,4,"Bachelor","medical","travel_rarely",80,"no",11244
"Stay",54,"female","divorced","research_development","manager",4,3,4,"Master","medical","travel_frequently",80,"no",16032
"Leave",29,"male","single","research_development","research_scientist",1,2,1,"Master","technical_degree","travel_rarely",80,"no",2362
"Stay",44,"male","married","research_development","research_director",4,3,1,"Bachelor","life_sciences","travel_rarely",80,"no",16328
"Stay",39,"female","single","research_development","manufacturing_director",3,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",8376
"Stay",46,"female","married","sales","manager",4,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",16606
"Stay",35,"female","single","research_development","healthcare_representative",3,2,2,"Bachelor","life_sciences","travel_rarely",80,"no",8606
"Stay",23,"male","single","research_development","laboratory_technician",2,3,3,"Below College","life_sciences","travel_rarely",80,"no",2272
"Leave",40,"male","single","research_development","laboratory_technician",1,3,1,"Master","life_sciences","travel_rarely",80,"no",2018
"Stay",34,"male","married","sales","sales_executive",3,2,3,"Bachelor","technical_degree","travel_rarely",80,"yes",7083
"Leave",31,"female","single","research_development","research_scientist",1,3,3,"Bachelor","life_sciences","travel_frequently",80,"no",4084
"Stay",50,"male","single","research_development","research_director",4,1,4,"Doctor","medical","travel_frequently",80,"yes",14411
"Stay",34,"male","married","sales","sales_representative",1,3,3,"College","technical_degree","travel_rarely",80,"yes",2308
"Stay",42,"male","married","research_development","laboratory_technician",1,2,2,"Bachelor","medical","travel_rarely",80,"no",4841
"Stay",37,"male","married","research_development","research_scientist",2,3,4,"Bachelor","medical","travel_rarely",80,"no",4285
"Stay",29,"female","married","research_development","healthcare_representative",2,1,1,"Below College","other","travel_rarely",80,"no",9715
"Stay",33,"male","single","research_development","manufacturing_director",2,2,2,"Bachelor","life_sciences","travel_rarely",80,"no",4320
"Stay",45,"male","married","research_development","research_scientist",1,3,4,"Bachelor","technical_degree","travel_rarely",80,"no",2132
"Stay",42,"male","married","research_development","healthcare_representative",3,3,4,"Bachelor","life_sciences","travel_frequently",80,"yes",10124
